block,bin,mining_area,pit_name,bench_rl,tonnes_wt,pot_ore_wt,pot_ore_dt,hg_l_wt,hg_l_dt,hg_l_fe,hg_f_wt,hg_f_dt,hg_f_fe,lg_l_wt,lg_l_dt,lg_l_fe,lg_f_wt,lg_f_dt,lg_f_fe
3411,63,k1,uw,1020,0.13027501,0.13027501,0.1171615,0.051543187,0.04735024,61.09113702,0.0800058,0.06981122,59.03899115,0.042182558,0.04007343,62.71207631,0.050294911,0.04526542,62.3499793
3412,64,k1,uw,1020,0.40039247,0.40039247,0.3597392,0.15661984,0.1426808,61.10634367,0.25010527,0.2170584,58.97375545,0.127252949,0.1208903,63.35981464,0.15112288,0.1360106,62.38741686
3413,65,k1,uw,1020,0.18484547,0.18484547,0.167622,0.066241043,0.06160417,62.65046668,0.12047478,0.1060178,60.41778833,0.055049558,0.05229708,64.04629092,0.078278345,0.07045051,63.12138833
3414,66,k1,uw,1020,0.40226781,0.40226781,0.3652038,0.14408086,0.1339952,62.77433072,0.26273705,0.2312086,60.40443132,0.119936424,0.1139396,64.11765532,0.17068445,0.153616,63.1221227
3415,67,k1,uw,1020,0.4755791,0.4755791,0.431991,0.16848118,0.1566875,63.17742641,0.312845,0.2753036,61.00004141,0.140595472,0.1335657,64.4775193,0.20369111,0.183322,63.43166668
3416,90,k1,uw,1020,0.87298694,0.87298694,0.7940696,0.3096957,0.288017,63.79851884,0.57505978,0.5060526,63.04209483,0.26021547,0.2472047,65.02309624,0.37991445,0.341923,64.43188086
3417,10,k1,uw,1010,0.34560994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,51,k1,uw,1010,0.12894083,0.12894083,0.1149992,0.052004767,0.04680429,58.0208139,0.07929644,0.06819494,55.72683252,0.039588821,0.03760938,60.71605009,0.045476523,0.04092887,60.36570274
3419,52,k1,uw,1010,0.063322146,0.063322146,0.05635671,0.025503544,0.02295319,56.59561917,0.038841313,0.03340353,54.23016669,0.017480074,0.01660607,60.71165544,0.021089078,0.01898017,59.41785558
3420,53,k1,uw,1010,0.043371539,0.043371539,0.03860067,0.017468256,0.01572143,57.87075349,0.026603756,0.02287923,55.61725635,0.012090011,0.01148551,61.86508044,0.014955433,0.01345989,60.29275128
3421,54,k1,uw,1010,0.027314979,0.027314979,0.0246074,0.01086463,0.009821126,58.82624864,0.017139444,0.01478627,56.18364875,0.008532207,0.008105597,60.90703745,0.01051563,0.009464067,60.7831707
3422,57,k1,uw,1010,0.38281674,0.38281674,0.3425444,0.15395407,0.1391503,59.2259952,0.23578083,0.2033941,57.0679533,0.117390841,0.1115213,62.10013692,0.13716522,0.1234487,61.18735151
3423,61,k1,uw,1010,0.14632159,0.14632159,0.130632,0.059115933,0.05320434,58.82125406,0.09003221,0.0774277,56.65123722,0.043984263,0.04178505,61.98640423,0.051452112,0.0463069,60.90558858
3424,62,k1,uw,1010,0.049524424,0.049524424,0.04442382,0.019543033,0.01782133,60.12710611,0.030638191,0.0266025,57.91275256,0.015587231,0.01480787,62.12989444,0.018681089,0.01681298,61.70298186
3425,63,k1,uw,1010,0.10296541,0.10296541,0.09246118,0.040858289,0.03758209,60.80114225,0.062842709,0.05487909,58.78716283,0.033516453,0.03184063,62.29361668,0.039870866,0.03588378,62.17856647
3426,64,k1,uw,1010,0.26529395,0.26529395,0.2386886,0.103361866,0.09440738,61.11334728,0.16593942,0.1442812,58.97082226,0.083792211,0.0796026,63.30550761,0.1009737,0.09087633,62.36684514
3427,65,k1,uw,1010,0.062416748,0.062416748,0.05659708,0.022871226,0.02127024,62.29351432,0.040144136,0.03532684,60.34284414,0.019012916,0.01806227,63.67931605,0.0261787,0.02356083,63.04845797
3428,66,k1,uw,1010,0.30146598,0.30146598,0.2737417,0.107659247,0.1001231,63.11826142,0.19729386,0.1736186,61.05311873,0.089940442,0.08544342,64.38377584,0.12871177,0.1158406,63.44879947
3429,67,k1,uw,1010,0.21275946,0.21275946,0.1933563,0.075411043,0.07013227,63.20016449,0.14002728,0.123224,61.07479063,0.062943653,0.05979647,64.49740261,0.091218612,0.08209675,63.4677743
3430,90,k1,uw,1010,0.68958193,0.68958193,0.6271921,0.24461172,0.2274889,63.77506331,0.45420829,0.3997033,62.96499929,0.20545137,0.1951788,65.00249002,0.29982477,0.2698423,64.39205788
3431,10,k1,uw,1000,0.34520494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,30,k1,uw,1000,0.004450988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,51,k1,uw,1000,0.13466575,0.13466575,0.1200245,0.0542134,0.04879206,57.63546364,0.08282844,0.07123246,55.25883846,0.041305926,0.03924063,60.28351227,0.047611378,0.04285024,60.10491423
3434,52,k1,uw,1000,0.01059357,0.01059357,0.009428277,0.004183068,0.003764761,58.55171152,0.006585484,0.005663516,55.76903111,0.002932059,0.002785456,62.45659598,0.003662979,0.003296681,60.47351867
3435,53,k1,uw,1000,0.012104952,0.012104952,0.01077533,0.004876246,0.004388621,57.99220302,0.007426409,0.006386712,55.7493903,0.003404657,0.003234424,61.8728095,0.004192289,0.00377306,60.36856027
3436,54,k1,uw,1000,0.10798354,0.10798354,0.0974348,0.042402368,0.03874858,59.02616302,0.067515759,0.05868621,56.37602087,0.034066948,0.0323636,60.82385767,0.0426833,0.03841497,60.91849089
3437,56,k1,uw,1000,0.013359658,0.013359658,0.0119893,0.005425613,0.004883052,57.60503882,0.008263084,0.007106252,55.32823773,0.004465836,0.004242544,58.92165173,0.005169764,0.004652788,60.26924072
3438,57,k1,uw,1000,0.16545483,0.16545483,0.1482552,0.066165094,0.05987463,59.91178568,0.10236121,0.08838059,57.74538278,0.0510678,0.04851441,62.79837269,0.060028589,0.05402573,61.63366973
3439,58,k1,uw,1000,0.006907012,0.006907012,0.006147241,0.002781859,0.002503673,58.28820297,0.004236707,0.003643568,56.07138387,0.002090551,0.001986023,61.20518242,0.0023999,0.00215991,60.52284586
3440,61,k1,uw,1000,0.05913055,0.05913055,0.05281874,0.023902478,0.02151223,58.36624097,0.036402929,0.03130652,56.15625755,0.0177746,0.01688587,61.52060865,0.020624445,0.018562,60.59508674
3441,62,k1,uw,1000,0.053674199,0.053674199,0.04836254,0.020745731,0.01928429,60.62769228,0.033054684,0.02907825,58.61772975,0.017377463,0.01650859,61.87911869,0.021558667,0.0194028,62.0777929
3442,63,k1,uw,1000,0.0239756,0.0239756,0.02149994,0.009506877,0.00875658,60.28802341,0.014578948,0.01274336,58.24682815,0.007826706,0.007435371,61.75534482,0.009242468,0.008318221,61.86393701
3443,64,k1,uw,1000,0.18159885,0.18159885,0.1632512,0.070004526,0.06398913,61.38278486,0.11408436,0.09926208,59.22512404,0.057019421,0.05416845,63.56323653,0.069538455,0.06258461,62.52890287
3444,65,k1,uw,1000,0.082130448,0.082130448,0.07447516,0.029577247,0.02750684,62.38510131,0.053373091,0.04696832,59.87963802,0.024523853,0.02329766,63.82001454,0.034575989,0.03111839,62.84717815
3445,66,k1,uw,1000,0.20127372,0.20127372,0.182692,0.07125186,0.06626423,63.1213854,0.13230432,0.1164278,60.81576737,0.059426,0.0564547,64.42875438,0.086030945,0.07742785,63.34346104
3446,67,k1,uw,1000,0.15028797,0.15028797,0.1366117,0.053280011,0.04955041,63.1552191,0.09893323,0.08706124,60.92697508,0.04445179,0.0422292,64.45791064,0.064381667,0.0579435,63.39558363
3447,90,k1,uw,1000,0.37439094,0.37439094,0.3406295,0.132849141,0.1235497,63.82142571,0.24668148,0.2170797,63.11740342,0.111659366,0.1060764,65.04308216,0.16301145,0.1467103,64.46706877
3448,10,k1,uw,990,0.28242572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3449,30,k1,uw,990,0.005165954,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,51,k1,uw,990,0.046383279,0.046383279,0.0416433,0.018808434,0.01692759,57.94929461,0.028739197,0.02471571,55.60807276,0.014757516,0.01401964,60.05731246,0.017124734,0.01541226,60.35858466
3451,52,k1,uw,990,0.02740855,0.02740855,0.02439361,0.010789128,0.009710215,57.94109605,0.01707371,0.01468339,54.66849958,0.007277572,0.006913693,62.24686286,0.009259121,0.008333209,59.86841324
3452,54,k1,uw,990,0.045757397,0.045757397,0.0412634,0.018062375,0.01647317,58.59037453,0.028553574,0.02479023,56.09742225,0.014604389,0.01387417,60.29787728,0.018015522,0.01621397,60.74687445
3453,57,k1,uw,990,0.039048361,0.039048361,0.03494161,0.01539585,0.01393797,59.97640976,0.024325426,0.02100364,57.67909753,0.011786158,0.01119685,62.99236839,0.014134678,0.01272121,61.62854005
3454,61,k1,uw,990,0.002342346,0.002342346,0.002096216,0.000948617,0.000853755,58.09382875,0.001444722,0.001242461,55.85993444,0.000780035,0.000741034,59.36534583,0.00090754,0.000816786,60.5591721
3455,62,k1,uw,990,0.029206676,0.029206676,0.02642499,0.010695398,0.009910356,61.71853968,0.018810774,0.01651463,58.99143366,0.008869673,0.008426189,63.08003535,0.012119167,0.01090725,62.37415481
3456,64,k1,uw,990,0.049521548,0.049521548,0.04486476,0.017770907,0.01645343,62.41306524,0.032374853,0.02841133,59.44297574,0.014622927,0.01389178,63.96896582,0.020634989,0.01857149,62.65948505
3457,65,k1,uw,990,0.062342445,0.062342445,0.05651659,0.022841731,0.02124281,61.86337871,0.040083841,0.03527378,59.48140517,0.0188654,0.01792213,63.39201869,0.025969201,0.02337228,62.615714
3458,66,k1,uw,990,0.11421532,0.11421532,0.1035746,0.041780419,0.03885579,62.36156825,0.073544068,0.06471878,60.44172959,0.034954853,0.03320711,63.61613522,0.047999045,0.04319914,63.09836261
3459,67,k1,uw,990,0.108749877,0.108749877,0.09886695,0.038559172,0.03586003,63.07710841,0.071598773,0.06300692,60.6701137,0.032145379,0.03053811,64.38938101,0.046509467,0.04185852,63.27046441
3460,90,k1,uw,990,0.14698447,0.14698447,0.133711,0.052148742,0.04849833,63.89702491,0.09683261,0.0852127,63.36598887,0.043884727,0.04169049,65.10942903,0.064101411,0.05769127,64.58926975
3461,10,k1,uw,980,0.10723375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,54,k1,uw,980,0.026260154,0.026260154,0.02374253,0.010268008,0.009396131,59.26762835,0.016487503,0.0143464,56.62354319,0.0082039,0.007793705,61.17634681,0.010437063,0.009393357,61.06138625
3463,57,k1,uw,980,0.020703543,0.020703543,0.01863416,0.008179319,0.007361387,60.64809526,0.013107872,0.01127277,59.01215052,0.006474359,0.006150641,63.20232314,0.007776596,0.006998936,62.37400942
3464,62,k1,uw,980,0.00677715,0.00677715,0.006167206,0.002405276,0.002236907,62.7253167,0.004466249,0.003930299,59.5134874,0.001998243,0.001898331,64.08002609,0.002877593,0.002589834,62.7035169
3465,64,k1,uw,980,0.025383608,0.025383608,0.02301872,0.008977547,0.008349119,62.6039466,0.01667,0.0146696,59.11448847,0.007597999,0.007218099,63.98609939,0.010500028,0.009450025,62.57003553
3466,65,k1,uw,980,0.025569873,0.025569873,0.02320564,0.009050448,0.008416917,63.07857141,0.016805364,0.01478872,60.67499418,0.007545139,0.007167882,64.39114093,0.010916881,0.009825193,63.27470616
3467,66,k1,uw,980,0.009685465,0.009685465,0.008808072,0.003435243,0.003194776,63.15603973,0.006378745,0.005613296,60.92974609,0.002866064,0.002722761,64.45865061,0.004151106,0.003735995,63.39692639
3468,67,k1,uw,980,0.022309099,0.022309099,0.02029942,0.007916993,0.007362803,63.07251464,0.014700704,0.01293662,60.65507064,0.006599811,0.00626982,64.38534121,0.00954834,0.008593506,63.26298021
3469,90,k1,uw,980,0.079881154,0.079881154,0.0726747,0.028343914,0.02635984,63.84120693,0.052630522,0.04631486,63.18239977,0.023834316,0.0226426,65.06059375,0.034795978,0.03131638,64.5003669
3470,10,k1,tl,1200,0.037410703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,30,k1,tl,1200,0.002652153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,10,k1,tl,1110,0.32293433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,30,k1,tl,1110,0.22904364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,51,k1,tl,1110,0.015312051,0.015312051,0.01470496,0.006128054,0.005944212,57.76281196,0.009270633,0.008760748,55.22053596,0.004877967,0.004682848,60.6752771,0.005855251,0.005269726,60.13652323
3475,53,k1,tl,1110,0.031609911,0.031609911,0.03022072,0.012689093,0.01230842,57.05188806,0.018954825,0.01791231,54.72648698,0.009139971,0.008774372,61.35680138,0.011404167,0.01026375,59.73321642
3476,54,k1,tl,1110,0.011148754,0.011148754,0.01077148,0.004366072,0.004255254,59.42324477,0.006829117,0.006516231,56.81673962,0.00362198,0.003477101,61.60683857,0.004666735,0.004200061,61.1558975
3477,55,k1,tl,1110,0.004056542,0.004056542,0.003879028,0.001628728,0.001579866,55.29853165,0.002432976,0.002299162,52.81915759,0.00125358,0.001203437,58.81153729,0.001438521,0.001294669,58.53272149
3478,56,k1,tl,1110,0.057104194,0.057104194,0.05467927,0.025397316,0.02466004,59.41993606,0.031701172,0.03001923,55.35944793,0.021489844,0.02063025,60.80100823,0.017394033,0.01565463,59.25969506
3479,58,k1,tl,1110,0.029983267,0.029983267,0.02869255,0.012047443,0.01168602,58.69200121,0.017996338,0.01700654,56.51064238,0.009119124,0.008754359,62.49853359,0.011230278,0.01010725,60.83458903
3480,59,k1,tl,1110,0.001812174,0.001812174,0.001730626,0.000680448,0.000660035,59.00624619,0.001132901,0.001070591,53.48092782,0.00060921,0.000584842,60.75335245,0.000769138,0.000692225,58.09691798
3481,60,k1,tl,1110,0.003586679,0.003586679,0.003425278,0.001629777,0.001580884,59.07938217,0.00195174,0.001844394,54.7581482,0.001356615,0.00130235,60.4669866,0.001072214,0.000964993,58.83842864
3482,61,k1,tl,1110,0.042523239,0.042523239,0.04080566,0.017133495,0.01661949,59.75412001,0.02559383,0.02418617,57.66601326,0.013758656,0.01320831,62.89771364,0.016358423,0.01472258,61.553403
3483,62,k1,tl,1110,0.040226077,0.040226077,0.03883247,0.015769901,0.01537284,60.94533606,0.024565819,0.02345963,58.7241572,0.013587604,0.0130441,63.16406651,0.016339911,0.01470592,62.2659922
3484,63,k1,tl,1110,0.076440327,0.076440327,0.07397231,0.029711633,0.02900411,60.69032975,0.046966055,0.0449682,58.52071019,0.025044136,0.02404237,62.79243685,0.032104344,0.02889391,62.08259803
3485,64,k1,tl,1110,0.046816909,0.046816909,0.04520743,0.018889622,0.01841226,61.01809338,0.028075275,0.02679517,59.04097641,0.016302646,0.01565054,63.36215875,0.018618255,0.01675643,62.4090573
3486,65,k1,tl,1110,0.047567645,0.047567645,0.04634759,0.017289316,0.01694353,62.81052414,0.030470539,0.02940407,60.39959774,0.014999271,0.0143993,64.17103609,0.021690666,0.0195216,63.12320711
3487,66,k1,tl,1110,0.054117996,0.054117996,0.05261348,0.019847286,0.01945034,62.63304395,0.034365958,0.03316315,60.17712431,0.017301021,0.01660898,63.99965561,0.024384966,0.02194647,63.0206589
3488,67,k1,tl,1110,0.004767848,0.004767848,0.004639618,0.00171718,0.001682836,63.27823983,0.003064023,0.002956782,61.3315422,0.001495759,0.001435929,64.56607534,0.00219275,0.001973475,63.59350891
3489,90,k1,tl,1110,0.105149954,0.105149954,0.1024876,0.038016429,0.0372561,64.04790088,0.06759742,0.06523151,63.8364036,0.033448833,0.03211088,65.23212693,0.0494635,0.04451715,64.8474352
3490,10,k1,tl,1100,0.67032523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,30,k1,tl,1100,0.155408589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,51,k1,tl,1100,0.111521032,0.111521032,0.1067873,0.044769093,0.04342602,58.49824598,0.067049016,0.06336132,56.05815977,0.036070167,0.03462736,61.27813382,0.041881545,0.03769339,60.54586759
3493,53,k1,tl,1100,0.099409847,0.099409847,0.09518344,0.03996566,0.03876669,56.96648334,0.059700264,0.05641675,54.63357957,0.028404406,0.02726823,61.41718769,0.035820012,0.03223801,59.67641923
3494,54,k1,tl,1100,0.025536688,0.025536688,0.0247672,0.010054255,0.009784233,58.86612676,0.01575097,0.01498297,55.81815888,0.008394516,0.008058735,60.89149228,0.010826773,0.009744096,60.65375382
3495,55,k1,tl,1100,0.002341914,0.002341914,0.002238159,0.000939759,0.000911566,54.65566845,0.001403802,0.001326593,52.11979861,0.000701887,0.000673812,58.62887213,0.000803706,0.000723336,58.05673051
3496,56,k1,tl,1100,0.1570002,0.1570002,0.1501795,0.067145423,0.06513106,59.70153104,0.089998338,0.08504843,55.31871664,0.057383656,0.05508831,60.88342518,0.047636556,0.0428729,59.19107408
3497,58,k1,tl,1100,0.103616233,0.103616233,0.09953802,0.041794062,0.04054024,58.84777692,0.062431503,0.05899777,56.68010842,0.032614823,0.03131023,62.26785942,0.0391659,0.03524931,60.93370338
3498,59,k1,tl,1100,0.24158785,0.24158785,0.2307164,0.088749227,0.08608675,59.76024185,0.153047198,0.1446296,54.60730722,0.07922601,0.07605697,61.3091739,0.10673929,0.09606536,58.8315601
3499,60,k1,tl,1100,0.017368565,0.017368565,0.01658698,0.007346461,0.007126067,60.11769185,0.010011545,0.00946091,56.63502771,0.006432257,0.006174967,61.30993089,0.00606146,0.005455314,59.87761658
3500,61,k1,tl,1100,0.146657167,0.146657167,0.140841,0.059111362,0.05736227,59.73904101,0.08826139,0.08347869,57.64964687,0.047452521,0.04555442,62.8949507,0.056439734,0.05079576,61.5457865
3501,62,k1,tl,1100,0.058234161,0.058234161,0.05636532,0.023253115,0.02274396,61.22966273,0.034980737,0.03362136,59.19492846,0.020569167,0.0197464,63.18321314,0.023851122,0.02146601,62.5223784
3502,63,k1,tl,1100,0.33541815,0.33541815,0.3246138,0.129017511,0.1260359,61.00155591,0.207051478,0.198578,58.66952029,0.11023146,0.1058222,62.91848969,0.14180078,0.1276207,62.19174476
3503,64,k1,tl,1100,0.068871974,0.068871974,0.06648974,0.027850376,0.02708021,60.8037013,0.041498826,0.03940954,58.80779121,0.02370726,0.02275897,63.27777575,0.027264366,0.02453793,62.25806333
3504,65,k1,tl,1100,0.104027524,0.104027524,0.101255,0.038040786,0.03727997,62.56410614,0.066295347,0.06397501,60.17916996,0.032940146,0.03162254,63.96997205,0.047172189,0.04245497,63.00101025
3505,66,k1,tl,1100,0.072510977,0.072510977,0.07053077,0.026622337,0.02608989,62.41988755,0.046052725,0.04444088,60.04512062,0.023027396,0.0221063,63.85143602,0.0327628,0.02948652,62.92675433
3506,67,k1,tl,1100,0.005131968,0.005131968,0.004993966,0.002075471,0.002033962,63.03795253,0.003067361,0.002960003,61.25307981,0.001820514,0.001747693,63.85263316,0.002250402,0.002025362,63.48830481
3507,90,k1,tl,1100,0.226124194,0.226124194,0.2203596,0.081797061,0.08016112,64.01736902,0.145283419,0.1401985,63.74938391,0.071942885,0.06906517,65.20205481,0.10657081,0.09591373,64.82100112
3508,10,k1,tl,1090,0.34404011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,30,k1,tl,1090,0.024447791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3510,51,k1,tl,1090,0.074032704,0.074032704,0.07087425,0.029758711,0.02886595,58.15772562,0.044453228,0.0420083,55.92944728,0.023155469,0.02222925,61.46712102,0.027519722,0.02476775,60.46241584
3511,53,k1,tl,1090,0.084957895,0.084957895,0.08127501,0.034125784,0.03310201,56.95765907,0.05097672,0.048173,54.62398024,0.025238406,0.02422887,60.93911932,0.0308238,0.02774142,59.68205665
3512,54,k1,tl,1090,0.010547276,0.010547276,0.01013526,0.004116687,0.004003915,59.31911641,0.006452886,0.006131347,56.63010102,0.003448745,0.003310795,61.27208118,0.004458177,0.004012359,61.06375327
3513,55,k1,tl,1090,0.039670971,0.039670971,0.03788763,0.015908278,0.01543103,55.78101397,0.023763608,0.02245661,53.34402655,0.01214824,0.01166231,59.43311402,0.013986478,0.01258783,58.82442804
3514,56,k1,tl,1090,0.079188365,0.079188365,0.07588128,0.03164868,0.03069922,59.46721122,0.047811714,0.04518207,54.44250341,0.026687823,0.02562031,60.73236428,0.024788989,0.02231009,58.77833751
3515,57,k1,tl,1090,0.002262698,0.002262698,0.002166464,0.000909656,0.000882366,58.11722411,0.001358834,0.001284098,55.88539971,0.000666019,0.000639378,62.27136757,0.000836705,0.000753035,60.43873156
3516,58,k1,tl,1090,0.048350378,0.048350378,0.04633041,0.019453227,0.01886963,58.07686743,0.029059016,0.02746077,55.84147859,0.015148948,0.01454299,61.42861956,0.017963333,0.016167,60.40167007
3517,59,k1,tl,1090,0.084019169,0.084019169,0.08069445,0.030182629,0.02927715,60.78170177,0.054409841,0.0514173,56.23613064,0.027089333,0.02600576,62.08470739,0.039717055,0.03574535,59.85343548
3518,60,k1,tl,1090,0.141570287,0.141570287,0.1374828,0.049511585,0.04835758,62.58129542,0.092967254,0.08912519,59.1986508,0.045319021,0.04350626,63.46755616,0.071755166,0.06457965,61.67535748
3519,61,k1,tl,1090,0.154085326,0.154085326,0.1478334,0.06207234,0.06021017,59.52416344,0.092722984,0.08762322,57.41587675,0.049214938,0.04724634,62.80598666,0.058969955,0.05307296,61.3924115
3520,62,k1,tl,1090,0.038497828,0.038497828,0.03720202,0.015254754,0.01484711,60.40250931,0.023495668,0.02235491,58.26415763,0.012801781,0.01228971,62.94506542,0.015449966,0.01390497,61.96064429
3521,63,k1,tl,1090,0.212951248,0.212951248,0.2058936,0.081871092,0.07985363,61.07853832,0.13181269,0.12604,58.7269835,0.069852011,0.06705793,63.10302152,0.088971134,0.08007402,62.23902584
3522,64,k1,tl,1090,0.097637495,0.097637495,0.09391324,0.039379509,0.03824936,60.65858357,0.058743316,0.05566388,58.64995397,0.033229594,0.03190041,63.22285513,0.038393711,0.03455434,62.15800967
3523,65,k1,tl,1090,0.050904134,0.050904134,0.04955605,0.018543898,0.01817302,62.64820046,0.032521275,0.03138303,60.09601367,0.016065469,0.01542285,64.03438405,0.023112567,0.02080131,62.97002448
3524,66,k1,tl,1090,0.064665631,0.064665631,0.06288224,0.023724306,0.02324982,62.53824761,0.041069865,0.03963242,60.50940114,0.020545719,0.01972389,63.95908718,0.029309989,0.02637899,63.15306234
3525,90,k1,tl,1090,0.146321498,0.146321498,0.1425846,0.052772296,0.05171685,63.90381471,0.09416344,0.09086772,63.38825273,0.046312771,0.04446026,65.11540868,0.068409822,0.06156884,64.60483907
3526,10,k1,tl,1080,0.159880845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,30,k1,tl,1080,0.027466835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,51,k1,tl,1080,0.054507128,0.054507128,0.05217398,0.021810866,0.02115654,58.42675598,0.032822688,0.03101744,56.08473813,0.016678239,0.01601111,61.9772458,0.020315311,0.01828378,60.59190167
3529,53,k1,tl,1080,0.012957911,0.012957911,0.01240053,0.005206738,0.005050536,57.99420101,0.007777767,0.00734999,55.75155885,0.003785196,0.003633788,62.2270204,0.004774899,0.004297409,60.35811346
3530,54,k1,tl,1080,0.008462203,0.008462203,0.008178749,0.003305506,0.003230998,59.55435441,0.005154559,0.00494775,57.05173058,0.002788668,0.002677121,61.47256699,0.003609149,0.003248234,61.28123774
3531,55,k1,tl,1080,0.032432199,0.032432199,0.03097275,0.013004856,0.01261471,55.27714866,0.019426508,0.01835805,52.79588518,0.009833234,0.009439905,59.07391017,0.011295433,0.01016589,58.48144137
3532,56,k1,tl,1080,0.006397528,0.006397528,0.006109639,0.002488248,0.002413601,58.81643238,0.003911151,0.003696038,53.20023766,0.002032345,0.001951051,60.30057646,0.002010987,0.001809888,58.15696883
3533,58,k1,tl,1080,0.043520812,0.043520812,0.04170476,0.01751101,0.01698568,57.74223346,0.026157757,0.02471908,55.47746923,0.013497239,0.01295735,61.24057774,0.016049934,0.01444494,60.1759232
3534,59,k1,tl,1080,0.01255762,0.01255762,0.01205774,0.00482257,0.004677893,58.14517348,0.00780936,0.007379845,54.46026305,0.003991045,0.003831403,60.69797408,0.005174149,0.004656734,59.10902362
3535,60,k1,tl,1080,0.073357972,0.073357972,0.07106338,0.026205436,0.02555372,61.56626119,0.047612581,0.04550967,58.24832393,0.023266979,0.0223363,62.91019551,0.0358554,0.03226986,61.20705203
3536,61,k1,tl,1080,0.066084473,0.066084473,0.06373937,0.026762917,0.02596003,59.66160286,0.039978148,0.03777935,57.56541603,0.02137749,0.02052239,62.85281588,0.025504789,0.02295431,61.48130787
3537,62,k1,tl,1080,0.024220058,0.024220058,0.02335548,0.009589858,0.009302162,59.93538921,0.014871228,0.01405331,57.68949806,0.007765779,0.007455148,62.95718073,0.009459073,0.008513166,61.61107395
3538,63,k1,tl,1080,0.134596289,0.134596289,0.1295073,0.053854284,0.05230645,60.00229417,0.081470847,0.07720081,57.95378313,0.044588792,0.04280524,62.45819437,0.053043067,0.04773876,61.72644618
3539,64,k1,tl,1080,0.06546863,0.06546863,0.06294971,0.026405436,0.02563841,60.56752349,0.039404232,0.0373113,58.55089477,0.022167167,0.02128048,63.18983406,0.025685656,0.02311709,62.09661337
3540,65,k1,tl,1080,0.01874395,0.01874395,0.0182667,0.00689637,0.006758443,62.25507857,0.011925658,0.01150826,59.67451205,0.005956313,0.00571806,63.71164346,0.008461646,0.007615481,62.74062006
3541,66,k1,tl,1080,0.046789956,0.046789956,0.04552541,0.017510071,0.01715987,62.34289654,0.029394342,0.02836554,60.41115382,0.01516024,0.01455383,63.84158672,0.020877389,0.01878965,63.11229853
3542,90,k1,tl,1080,0.056597445,0.056597445,0.05512334,0.020401827,0.01999379,63.97446407,0.036403689,0.03512956,63.62055204,0.017927375,0.01721028,65.17720804,0.026475177,0.02382766,64.71697179
3543,10,k1,tl,1070,0.022312025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3544,53,k1,tl,1070,0.005832163,0.005832163,0.005571489,0.002339359,0.002269178,55.7142278,0.003494509,0.003302311,53.27133029,0.00178403,0.001712669,59.3796583,0.002053838,0.001848454,58.77149228
3545,58,k1,tl,1070,0.005930854,0.005930854,0.005676353,0.002383389,0.002311887,56.99824429,0.00356028,0.003364465,54.66812703,0.001863582,0.001789039,60.29030111,0.002155576,0.001940018,59.6425394
3546,63,k1,tl,1070,0.009419005,0.009419005,0.009111484,0.003745342,0.003670435,60.89523449,0.005638393,0.005441049,58.95613144,0.003198464,0.003070525,62.86807631,0.003870068,0.003483061,62.32925579
3547,66,k1,tl,1070,0.019747888,0.019747888,0.01920741,0.007108898,0.00696672,62.83161947,0.012684653,0.01224069,59.86303877,0.006165058,0.005918456,64.17477802,0.008984324,0.008085892,62.88008794
3548,90,k1,tl,1070,0.032114538,0.032114538,0.03127304,0.011574531,0.01134304,63.87771708,0.02065285,0.01993,63.30235825,0.010156418,0.009750161,65.09277129,0.014986844,0.01348816,64.5631502
3549,10,Del,6b1,1070,0.005142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,50,Del,6b1,1070,0.51287035,0.49868435,0.4779264,0.197065976,0.1914748,60.13938127,0.30239678,0.2864516,57.87814416,0.161826978,0.1553539,62.87441126,0.18315423,0.1648388,61.832099
3551,90,Del,6b1,1070,0.010531826,0.010531826,0.01026853,0.003800508,0.003724498,63.44734243,0.006830929,0.00654403,61.88746078,0.003315958,0.00318332,64.71448048,0.004579404,0.004121464,63.88356176
3552,50,Del,6b1,1080,0.93784953,0.93784953,0.9016801,0.37608078,0.3659728,60.37156313,0.56431489,0.5357073,57.87881927,0.31732958,0.3046364,62.56781855,0.33405489,0.3006494,61.69748551
3553,90,Del,6b1,1080,0.42689826,0.42689826,0.4162258,0.154822856,0.1517264,63.61786083,0.27609541,0.2644994,62.48030052,0.13570854,0.1302802,64.83220781,0.18585955,0.1672736,64.1954917
